id,latitude,longitude,population_density,avg_winter_low_temp,introduced,prop_forest,prop_developed,col_class,melanic_binary,pop_den_scaled,winter_temp_scaled,prop_forest_scaled,prop_developed_scaled,RAC
145730077,43.005533791,-79.0902112335,29.299999237060547,-4.25,N,0.6900400686891814,0,melanic,1,-0.5618914437512117,-0.532342552063507,2.9351839547534504,-0.42078283128782024,0.19041224480255764
145731018,43.069190658,-79.0767064149,15.399999618530272,-3.75,N,0.16323572049869528,0.2012177442737025,melanic,1,-0.5648351564864045,-0.4554348453829163,0.15312668798728774,1.374991042509831,0.11170828906776795
145846995,43.0521551063,-79.1435050884,2.299999952316284,-4.25,N,0.5269032627361191,0.03949627933600458,gray,0,-0.5676094469113515,-0.532342552063507,2.073657397431586,-0.06829708605784275,0.19816911542232118
145847059,43.0185339488,-79.0230715469,116.0999984741211,-3.75,N,0.09218436873747494,0.5284855425135986,gray,0,-0.543509122155445,-0.4554348453829163,-0.22209597325275796,4.295702453602285,0.15757158774059477
145854304,42.9424165395,-78.9746895861,67.19999694824219,-4.25,N,0.5289375179959689,0,gray,0,-0.5538650618096287,-0.532342552063507,2.0844003129894433,-0.42078283128782024,0.2134941300317185
145878514,42.9417753139,-78.9043158706,4053.699951171875,-3.75,N,0,0.2691096478671629,gray,0,0.29038752856089817,-0.4554348453829163,-0.7089222377079822,1.98089439937128,0.1296589739468549
145879671,42.9519896278,-78.8627377738,4799.7998046875,-3.75,N,0,0,gray,0,0.44839498904970904,-0.4554348453829163,-0.7089222377079822,-0.42078283128782024,0.0329295076697619
146082797,43.0750839319,-79.0513262324,673.5,-3.75,Y,0.00171969045571797,0.7500716537689882,gray,0,-0.42546412013251,-0.4554348453829163,-0.699840540973033,6.273254437524675,0.10261227825971045
146082809,43.1447917061,-79.1788840008,150.10000610351562,-3.75,N,0.2361230946218004,0.07448950244463617,melanic,1,-0.5363086719250814,-0.4554348453829163,0.5380453955325164,0.24400099702262393,0.12909353695489442
146082930,43.0424797462,-79.0487704849,494.2000122070313,-3.75,N,0.15214899713467048,0.00114613180515759,gray,0,-0.46343589509446353,-0.4554348453829163,0.09457762815994056,-0.4105541431616333,0.11679869902807449
146082984,43.1470384412,-79.0625488246,28,-3.75,N,0.02210103329506314,0.629735935706085,gray,0,-0.5621667548601973,-0.4554348453829163,-0.5922065338745381,5.199314664658015,0.13067388398234278
146083032,43.1327565773,-79.0315051709,77.30000305175781,-4.25,N,0.00458321397880263,0.00716127184187911,melanic,1,-0.551726103722694,-0.532342552063507,-0.68471825420126,-0.35687184310321607,0.1742286749605227
146083660,43.1106501457,-79.0298708081,1218.300048828125,-3.75,N,0.00716537689882487,2.8661507595299513e-4,gray,0,-0.3100875096374251,-0.4554348453829163,-0.6710818346456938,-0.4182249263322174,0.11858392217132574
146083911,43.0449529653,-79.0223819796,29.100000381469727,-3.75,N,0.09171682430495844,0.32043565491544856,melanic,1,-0.5619337990889371,-0.4554348453829163,-0.22456507851069005,2.438954909076096,0.13611201053196156
146249736,41.0038593668,-73.6486959751,845.79998779296875,-2.5,N,0.02124487513976891,0.00149086843086097,gray,0,-0.38897479047356787,-0.2631655786814395,-0.5967279107872742,-0.40747753066896353,0.02076738401112572
146296594,45.4873807506,-75.6960166273,3967.10009765625,-11.75,N,0,0,melanic,1,0.27204759340579715,-1.6859581522723677,-0.7089222377079822,-0.42078283128782024,0.3993821430599293
146315463,43.3453843411,-70.5481853839,29.100000381469727,-6,N,0.2026946107784431,0.00449101796407185,gray,0,-0.5619337990889371,-0.8015195254455745,0.36150935001043255,-0.3807026049849844,-0.6970826041867018
146376136,39.6091998981,-75.7942537621,1769.9000244140625,-1.5,N,0.13671539122957868,0,gray,0,-0.19327082493049155,-0.1093501653202581,0.01307265272048153,-0.42078283128782024,-0.44712868979694703
146448036,44.3540277778,-79.7210444444,3233.60009765625,-8.75,N,0.3598585322723254,0.00501031535514294,melanic,1,0.11670850344025328,-1.2245119121888235,1.1914930647754851,-0.37606811963687176,0.8331689640452127
146450174,44.3728722222,-79.6588555556,1432.5999755859375,-8.75,N,0.1257915947035118,0.30310880829015546,melanic,1,-0.2647035210863122,-1.2245119121888235,-0.04461598939192263,2.2843209398040987,0.8454999193350566
146451922,43.1985718637,-79.1084471588,42.5,-3.75,N,0.04437446321213856,0.00658459776696249,melanic,1,-0.5590959753039595,-0.4554348453829163,-0.474580402333573,-0.3620183884099912,0.13195052049685532
146451984,43.0178106618,-79.1468851574,12,-4.25,N,0.405722460658083,0,melanic,1,-0.5655552012670803,-0.532342552063507,1.433700775638765,-0.42078283128782024,0.22046336440974576
146464270,43.0780752101,-79.1220221474,1506.5999755859375,-4.25,N,0.13557858376511225,0.00287852619458837,melanic,1,-0.24903195645447815,-0.532342552063507,0.00706916493930387,-0.3950933367855228,0.16674716491779992
146503494,34.161904951,-80.8963520534,2046.4000244140625,4.25,N,0.01502021952628538,0.0340843443096476,gray,0,-0.13471423546154418,0.7750884615065351,-0.629600358484587,-0.1165960646698021,-0.2912504012144301
146504077,34.161904951,-80.8963520534,2046.4000244140625,4.25,N,0.01502021952628538,0.0340843443096476,gray,0,-0.13471423546154418,0.7750884615065351,-0.629600358484587,-0.1165960646698021,-0.2912504012144301
146578017,40.1190282178,-75.2361046498,197.8999938964844,-1.75,N,0.509325681492109,0,gray,0,-0.5261856908696978,-0.14780401866055343,1.98083007396692,-0.42078283128782024,-0.28411991129302677
146649019,43.0043313656,-78.9340475881,233.6000061035156,-4.25,Y,0.20922900544568648,0.29607337345944396,melanic,1,-0.5186252172391606,-0.532342552063507,0.3960175317108407,2.221532987849859,0.16318193301931813
146744703,42.9712849422,-78.9149843811,79.30000305175781,-3.75,N,0.00143225436837582,0.00114580349470065,gray,0,-0.5513025479218336,-0.4554348453829163,-0.7013584928621315,-0.4105570731782836,0.1572449170680033
146745949,42.8651231477,-78.9964985136,0,-3.75,Y,0.00515907136715391,0.9687589567211236,gray,0,-0.5680965360722425,-0.4554348453829163,-0.6816771475031346,8.224935918649603,0.2448762967586319
146766355,42.9469193603,-78.917275491,0,-3.75,Y,0,0.8297018348623854,gray,0,-0.5680965360722425,-0.4554348453829163,-0.7089222377079822,6.983916408661715,0.16058211067111855
146777145,42.8459091458,-78.8263791153,3492.89990234375,-4.5,N,5.733944954128441e-4,0.00114678899082568,gray,0,0.1716224716589302,-0.5707964054038024,-0.7058941375638463,-0.41054827808816646,-0.4460942010183869
147059772,47.3201663532,-122.1671764325,3547.199951171875,1.75,Y,0.29708141321044546,0,gray,0,0.18312202199300728,0.3905499281035816,0.859966681455664,-0.42078283128782024,-0.6613803576171755
147142223,25.6936866667,-80.3726116667,2300.60009765625,17,N,5.745475438092502e-4,0,gray,0,-0.08088027766111337,2.7362349818615983,-0.7058880483075956,-0.42078283128782024,0.03026904750862825
147357635,45.533248572,-94.2393665056,30.399999618530273,-13.5,N,0.5138010350776309,0.00172512938470385,gray,0,-0.5616584879799517,-1.9551351256544351,2.0044644460193064,-0.40538686166717947,-0.7343983675023618
147359962,34.1619101988,-80.896316297,2046.4000244140625,4.25,N,0.01502890173410404,0.03468208092485549,gray,0,-0.13471423546154418,0.7750884615065351,-0.629554507687348,-0.11126154608210494,-0.2912503581888303
147576068,42.21974393,-85.6681967916,67.5999984741211,-5,N,0.37866424901783013,0.00392867935932305,gray,0,-0.5537803503263091,-0.647704112084393,1.290806179992332,-0.3857212129525904,1.2557504224561529
147616822,40.9876698439,-96.2091083457,5.800000190734863,-7,N,0.3943298969072165,0.1285796105383734,gray,0,-0.566868224209354,-0.955334938806756,1.3735365706942484,0.7267298105088745,-0.8601235603877138
147667675,34.161904951,-80.8963520534,2046.4000244140625,4.25,N,0.01502021952628538,0.0340843443096476,gray,0,-0.13471423546154418,0.7750884615065351,-0.629600358484587,-0.1165960646698021,-0.2912504012144301
147883674,25.8094883098,-80.151045904,0,18,Y,0,0.01310861423220973,gray,0,-0.5680965360722425,2.89005039522278,-0.7089222377079822,-0.3037946052003916,0.00207216042096294
147950734,35.0498104789,-85.0470993836,301.20001220703125,1.75,N,0.3061516452074392,0,gray,0,-0.50430902987749,0.3905499281035816,0.907866636961284,-0.42078283128782024,-0.3040575113712833
147950735,35.0579217502,-85.0696486247,308.1000061035156,1.75,N,0.33110075713453696,0,gray,0,-0.5028477636571115,0.3905499281035816,1.039623062994136,-0.42078283128782024,-0.30490619319691553
