,database,inat.id,year,latitude,longitude,morph.class
39924,iNaturalist,47329104,2020,45.3913059,-75.7335396,melanic
39925,iNaturalist,47329453,2020,41.6193334857,-81.2078832704,melanic
39926,iNaturalist,47332565,2020,43.6737396367,-79.4011246045,melanic
39927,iNaturalist,47334414,2020,39.623118269,-84.1567315534,gray
39928,iNaturalist,47336325,2020,28.0237273345,-82.4331665015,gray
39929,iNaturalist,47337311,2020,40.32543667,-80.09680833,gray
39930,iNaturalist,47337351,2020,31.33151,-94.707243,gray
39931,iNaturalist,47338280,2020,42.40735,-71.12808333,gray
39932,iNaturalist,47338635,2020,42.5583629722,-71.1744429722,gray
39933,iNaturalist,47338676,2020,28.6569754054,-81.3896039575,gray
39934,iNaturalist,47339322,2020,40.6383525,-74.4048082997,gray
39935,iNaturalist,47339372,2020,40.6383525,-74.4048082997,gray
39936,iNaturalist,47340940,2020,38.90883667,-77.0898805,melanic
39937,iNaturalist,47342721,2020,40.0962343114,-76.8538526539,gray
39938,iNaturalist,47346234,2020,34.550592,-92.999096,gray
39939,iNaturalist,47347670,2020,40.9072733333,-73.8930516667,gray
39940,iNaturalist,47349340,2020,25.6934475772,-80.3625463078,gray
39943,iNaturalist,47352856,2020,43.6043673058,-72.9492257451,gray
39944,iNaturalist,47356053,2020,45.3720028246,-75.7946900067,gray
39945,iNaturalist,47356753,2020,50.9291222222,-114.1035777778,melanic
39947,iNaturalist,47359666,2020,34.80412,-92.23096333,gray
39949,iNaturalist,47369274,2020,49.21835833,-122.89955333,melanic
39950,iNaturalist,47383962,2020,39.094437,-77.124352,gray
39951,iNaturalist,47383976,2020,39.097908,-77.12822,gray
39952,iNaturalist,47385524,2020,42.09994167,-71.18463,gray
39955,iNaturalist,47390570,2020,40.7440108559,-74.9174986843,gray
39956,iNaturalist,47391879,2020,41.4663613681,-81.8393040542,gray
39957,iNaturalist,47392298,2020,34.7517138889,-86.5100111111,gray
39958,iNaturalist,47394370,2020,45.7684956702,-74.0444098428,melanic
39959,iNaturalist,47394921,2020,38.8901129949,-77.025944955,gray
39960,iNaturalist,47396217,2020,40.8328464981,-74.8075538716,gray
39961,iNaturalist,47398810,2020,35.8587552521,-80.3633591466,gray
39962,iNaturalist,47403207,2020,43.7208996783,-72.2720879916,gray
39963,iNaturalist,47403262,2020,40.7862541385,-74.7050612972,gray
39964,iNaturalist,47405847,2020,49.207955,-123.1434945,gray
39965,iNaturalist,47406413,2020,29.5423840299,-98.5715826228,gray
39966,iNaturalist,47407233,2020,42.2997082409,-71.769939959,gray
39968,iNaturalist,47408462,2020,43.1775145874,-86.2980495444,gray
39969,iNaturalist,47412802,2020,25.657991,-80.383893,gray
39970,iNaturalist,47413555,2020,39.92223333,-75.616555,gray
39971,iNaturalist,47413629,2020,43.1775666086,-86.2980706611,gray
39972,iNaturalist,47413721,2020,43.1776885829,-86.2981487176,gray
39973,iNaturalist,47413909,2020,43.1776303223,-86.2980827128,gray
39974,iNaturalist,47413935,2020,43.1776799997,-86.297988977,gray
39975,iNaturalist,47415608,2020,45.5675953,-122.6178836,gray
39976,iNaturalist,47417019,2020,26.70725,-80.08003333,gray
39977,iNaturalist,47419378,2020,36.0391726,-86.6637865,gray
39978,iNaturalist,47421931,2020,42.2249028091,-71.4334986143,gray
39979,iNaturalist,47423642,2020,49.3166809603,-123.0745090251,melanic
39980,iNaturalist,47427776,2020,40.8151139366,-73.6244973914,gray
39982,iNaturalist,47430742,2020,40.31720333,-74.00785,gray
39984,iNaturalist,47431691,2020,29.215680842,-82.0522053036,gray
39985,iNaturalist,47431843,2020,43.6976295113,-79.7888023833,gray
39986,iNaturalist,47434037,2020,41.1237766667,-81.5355033333,gray
39987,iNaturalist,47434333,2020,29.8731159604,-95.5021766201,gray
39988,iNaturalist,47438244,2020,38.889995,-77.01593055,other
39989,iNaturalist,47439174,2020,40.7817448723,-74.7274353646,gray
39990,iNaturalist,47441784,2020,36.0972758187,-94.1377526089,gray
39991,iNaturalist,47442034,2020,39.5229201811,-74.5985179581,gray
39992,iNaturalist,47442282,2020,42.6727927,-88.5445447,gray
39993,iNaturalist,47446061,2020,40.72684833,-74.26920833,gray
39994,iNaturalist,47446743,2020,40.89319167,-74.00792778,gray
39995,iNaturalist,47446853,2020,42.2540558111,-71.0635644608,gray
39996,iNaturalist,47447844,2020,40.7820713821,-73.919882185,gray
39997,iNaturalist,47449514,2020,40.1383567695,-76.2346103043,gray
39998,iNaturalist,47450989,2020,49.2053865411,-123.1425021467,melanic
39999,iNaturalist,47452062,2020,29.45338,-98.46217167,gray
40001,iNaturalist,47453117,2020,29.5350359686,-95.5717114531,gray
40002,iNaturalist,47454651,2020,39.0669366857,-77.0363739599,gray
40004,iNaturalist,47455601,2020,40.3456091369,-75.0342117995,gray
40005,iNaturalist,47455963,2020,38.5459738,-121.5055858,gray
40006,iNaturalist,47456678,2020,41.8294779228,-87.824845165,gray
40007,iNaturalist,47457522,2020,43.7038014226,-72.2842311251,gray
40008,iNaturalist,47457832,2020,42.4584752822,-71.39533896,gray
40009,iNaturalist,47458841,2020,47.65304833,-122.30624167,gray
40010,iNaturalist,47461593,2020,42.73108333,-84.5392,melanic
40011,iNaturalist,47464382,2020,41.08233333,-73.48927167,gray
40012,iNaturalist,47470943,2020,29.70973333,-95.75791167,gray
40013,iNaturalist,47473296,2020,44.6093448949,-73.1125860661,gray
40014,iNaturalist,47473378,2020,39.6878517794,-84.0943134786,other
40015,iNaturalist,47493452,2020,39.092819,-77.125168,gray
40017,iNaturalist,47497313,2020,42.3744469928,-71.1176200212,gray
40018,iNaturalist,47497427,2020,37.5275827184,-77.4817755751,gray
40019,iNaturalist,47500811,2020,35.3846670253,-77.9180042856,gray
40021,iNaturalist,47505327,2020,38.9276281191,-92.3831469679,gray
40022,iNaturalist,47508217,2020,35.7566990609,-86.9098967537,gray
40023,iNaturalist,47509187,2020,42.2686411743,-71.0738637286,gray
40024,iNaturalist,47512168,2020,44.9430003344,-93.2259838098,other
40025,iNaturalist,47512932,2020,43.1774746577,-86.2983345868,melanic
40026,iNaturalist,47513222,2020,43.1774786026,-86.2983341271,gray
40027,iNaturalist,47514064,2020,36.9881466487,-91.7037567763,gray
40028,iNaturalist,47514696,2020,43.1774190399,-86.2984603903,melanic
40029,iNaturalist,47515418,2020,42.3797421344,-71.1094634236,gray
40030,iNaturalist,47519128,2020,43.6488052677,-79.6178012341,melanic
40031,iNaturalist,47520214,2020,40.5873779489,-74.4633384575,gray
40032,iNaturalist,47521619,2020,41.1749367,-81.4043265,gray
40033,iNaturalist,47521988,2020,38.8455919,-94.3891734,gray
40034,iNaturalist,47525743,2020,41.0451624955,-74.0873681794,gray
40035,iNaturalist,47526545,2020,26.0879901611,-80.2775452752,gray
40036,iNaturalist,47529166,2020,49.7068994562,-123.1497920482,melanic
40037,iNaturalist,47530191,2020,37.6738093933,-77.5597689115,gray
40038,iNaturalist,47530268,2020,38.6219417397,-90.3436725308,gray
40039,iNaturalist,47537244,2020,39.9151540222,-75.1725924947,gray
40040,iNaturalist,47537304,2020,38.58909667,-92.23249167,gray
40041,iNaturalist,47537665,2020,42.4945025701,-70.8564830553,gray
40042,iNaturalist,47539453,2020,40.7871864663,-74.6144798185,gray
40043,iNaturalist,47539748,2020,36.0018380181,-78.9425091818,gray
40044,iNaturalist,47539953,2020,35.9810023076,-79.0169709921,gray
40045,iNaturalist,47540725,2020,39.40096715,-76.75693444,gray
40046,iNaturalist,47541113,2020,42.3009416667,-71.1268083333,gray
40048,iNaturalist,47546495,2020,41.82596167,-88.18937833,gray
40049,iNaturalist,47547685,2020,43.4371772833,-79.6943903714,gray
40050,iNaturalist,47548103,2020,38.8834833333,-77.2188722222,gray
40051,iNaturalist,47551470,2020,40.5185215501,-76.4896304627,gray
40052,iNaturalist,47552164,2020,43.5767415,-72.2649248,gray
40053,iNaturalist,47552950,2020,49.1070833333,-122.6685583333,gray
40054,iNaturalist,47557079,2020,38.325075765,-77.4742561749,gray
40055,iNaturalist,47557836,2020,35.1362305,-82.682945,other
40056,iNaturalist,47557946,2020,42.9358501872,-75.8422242478,gray
40057,iNaturalist,47558394,2020,43.7187592644,-72.2717143512,gray
40058,iNaturalist,47559740,2020,40.6501318466,-74.6376897358,gray
40059,iNaturalist,47560268,2020,36.0919138889,-79.8321444444,gray
40060,iNaturalist,47560760,2020,35.2801166,-82.4220631,gray
40061,iNaturalist,47561534,2020,40.7827800746,-74.6007584409,gray
40063,iNaturalist,47562104,2020,42.9359235708,-75.842303373,gray
40064,iNaturalist,47562613,2020,43.6660298825,-79.38895749,melanic
40065,iNaturalist,47564760,2020,43.2240519952,-79.8938456364,melanic
40067,iNaturalist,47566852,2020,38.9767705,-77.0956917,gray
40068,iNaturalist,47569892,2020,41.7860857172,-87.9599730744,gray
40069,iNaturalist,47571514,2020,37.5872753142,-77.4854692395,other
40070,iNaturalist,47572204,2020,43.6457202,-79.42721,melanic
40071,iNaturalist,47572516,2020,40.89314667,-74.00785,gray
40072,iNaturalist,47573192,2020,38.6790137562,-90.4753283411,gray
40073,iNaturalist,47573306,2020,37.1151584,-122.1038046,gray
40074,iNaturalist,47573709,2020,40.7032103416,-73.9964296132,gray
40075,iNaturalist,47574280,2020,44.2363105504,-76.6098562006,gray
40076,iNaturalist,47574925,2020,42.365325755,-71.2480720324,gray
40077,iNaturalist,47574928,2020,42.365325755,-71.2480720324,gray
40078,iNaturalist,47574938,2020,45.3163068419,-75.6138502434,gray
40079,iNaturalist,47575907,2020,40.76582833,-73.97523667,melanic
40080,iNaturalist,47576601,2020,45.6484558194,-72.9927497639,gray
40081,iNaturalist,47576996,2020,37.7661386622,-77.4786506528,gray
40082,iNaturalist,47577139,2020,37.7754972222,-122.4694666667,gray
40083,iNaturalist,47577155,2020,37.7681733333,-122.4727983333,gray
40084,iNaturalist,47577842,2020,35.2152746143,-90.194335806,gray
40085,iNaturalist,47582692,2020,39.0368746521,-77.0303609258,melanic
40086,iNaturalist,47584231,2020,36.0633140836,-79.2817524918,gray
40087,iNaturalist,47590947,2020,41.9728200254,-88.7228866765,gray
40088,iNaturalist,47591399,2020,47.6751477095,-122.0332971345,gray
40089,iNaturalist,47595588,2020,42.35409167,-71.06856667,gray
40090,iNaturalist,47596758,2020,40.76868333,-73.97658667,gray
40092,iNaturalist,47604978,2020,42.375761359,-71.1158887391,gray
40093,iNaturalist,47605165,2020,42.3751747515,-71.1172768661,gray
40094,iNaturalist,47605901,2020,42.3739227048,-71.1163561978,gray
40095,iNaturalist,47606465,2020,42.3744657683,-71.1177013256,gray
40096,iNaturalist,47612743,2020,43.6037454195,-79.5043180604,melanic
40097,iNaturalist,47615277,2020,35.687255767,-79.7976479117,gray
40098,iNaturalist,47615342,2020,35.687255767,-79.7976479117,gray
40099,iNaturalist,47616270,2020,29.56365559,-95.12222994,gray
40100,iNaturalist,47616389,2020,40.785279,-74.695067,gray
40101,iNaturalist,47617662,2020,36.0523668956,-94.1526582745,gray
40102,iNaturalist,47617934,2020,40.4805889848,-75.0013014372,gray
40103,iNaturalist,47619542,2020,39.1360040936,-76.8816526607,gray
40104,iNaturalist,47621242,2020,36.0406884806,-90.4973251565,gray
40105,iNaturalist,47621641,2020,32.005964468,-80.9897279354,gray
40106,iNaturalist,47625976,2020,40.6623432939,-73.9863996333,gray
40107,iNaturalist,47626128,2020,40.7839026751,-74.604883343,gray
40108,iNaturalist,47626514,2020,40.5292099,-74.6400432,gray
40109,iNaturalist,47626850,2020,43.6476300994,-79.7801825032,gray
40110,iNaturalist,47627723,2020,38.8015452667,-77.3254486173,gray
40111,iNaturalist,47628246,2020,31.232177,-94.759265,gray
40112,iNaturalist,47628944,2020,43.56233833,-80.91490833,melanic
40113,iNaturalist,47629867,2020,35.9021908865,-78.6477606086,gray
40114,iNaturalist,47631661,2020,45.4315838581,-73.9424424297,gray
40115,iNaturalist,47631948,2020,29.92888333,-90.09944167,gray
40116,iNaturalist,47637645,2020,44.4948543,-81.3695635,gray
40117,iNaturalist,47638491,2020,33.8684212569,-83.6927898065,gray
40118,iNaturalist,47638797,2020,43.0881440087,-77.4619906184,melanic
40119,iNaturalist,47639124,2020,38.9569038,-92.3693949,gray
40120,iNaturalist,47640968,2020,45.3963448848,-75.6954259062,gray
40121,iNaturalist,47641334,2020,35.9732344374,-79.2739950121,gray
40122,iNaturalist,47641842,2020,42.9318240239,-75.8566080128,gray
40123,iNaturalist,47642179,2020,34.88425833,-82.344855,gray
40124,iNaturalist,47642598,2020,33.8856960792,-83.1549713456,gray
40125,iNaturalist,47643408,2020,47.28343012,-122.60633052,gray
40126,iNaturalist,47649826,2020,36.0020086265,-78.9428501576,gray
40127,iNaturalist,47649842,2020,25.86715833,-80.19172833,gray
40128,iNaturalist,47649960,2020,45.0116160869,-93.2620157674,other
40129,iNaturalist,47655081,2020,43.0709236287,-73.8474043945,other
40130,iNaturalist,47655849,2020,36.0162581399,-78.9601279423,gray
40132,iNaturalist,47661111,2020,46.8381513621,-92.0148343385,gray
40133,iNaturalist,47661402,2020,40.6439578029,-74.1044998169,gray
40134,iNaturalist,47662734,2020,38.89439856,-76.99731925,gray
40135,iNaturalist,47663957,2020,43.0945974403,-87.8777856846,gray
40136,iNaturalist,47663981,2020,43.0946066184,-87.8795577028,gray
40137,iNaturalist,47664885,2020,43.4370693275,-80.5366837913,gray
40138,iNaturalist,47665479,2020,39.8840406023,-89.6099115908,gray
40139,iNaturalist,47668848,2020,39.3984308,-79.3817107,gray
40140,iNaturalist,47668861,2020,39.3984308,-79.3817107,gray
40141,iNaturalist,47668973,2020,28.06775041,-80.62645175,gray
40142,iNaturalist,47670646,2020,42.5561992,-71.7399284,gray
40143,iNaturalist,47671137,2020,41.5835583,-72.6306387,gray
40144,iNaturalist,47671417,2020,43.6624503338,-79.779686912,melanic
40145,iNaturalist,47673115,2020,41.1434979147,-73.9276923554,gray
40146,iNaturalist,47677412,2020,39.6356966224,-84.1529242886,gray
40147,iNaturalist,47677980,2020,42.374295867,-71.1178154871,melanic
40148,iNaturalist,47678932,2020,27.297405,-82.4654811,gray
40149,iNaturalist,47680414,2020,30.1860777088,-84.3745205954,gray
40150,iNaturalist,47683080,2020,42.2929694444,-71.128975,gray
40151,iNaturalist,47683122,2020,42.2930611111,-71.1286916667,gray
40152,iNaturalist,47683589,2020,49.2442692024,-122.9354996458,gray
40153,iNaturalist,47685386,2020,47.6718697,-122.3118602,gray
40155,iNaturalist,47690475,2020,43.834945,-79.45933667,melanic
40156,iNaturalist,47691752,2020,40.4348492,-79.9424886,melanic
40157,iNaturalist,47693150,2020,40.74252833,-73.98703833,gray
40158,iNaturalist,47693267,2020,40.74251667,-73.98712167,gray
40159,iNaturalist,47693290,2020,40.74244667,-73.98718333,gray
40160,iNaturalist,47693390,2020,40.74254167,-73.98752,gray
40161,iNaturalist,47694481,2020,42.3444643862,-83.0659612007,melanic
40162,iNaturalist,47695525,2020,37.7677916667,-122.5011,gray
40163,iNaturalist,47701276,2020,39.143711,-75.49894,gray
40164,iNaturalist,47701278,2020,39.142643,-75.498772,gray
40165,iNaturalist,47701282,2020,39.140877,-75.4991529999,gray
40167,iNaturalist,47724028,2020,29.6597230761,-95.4797756487,gray
40168,iNaturalist,47725893,2020,27.22874667,-82.47036167,gray
40169,iNaturalist,47728131,2020,42.3042843937,-71.0894570752,gray
40170,iNaturalist,47731999,2020,29.7345001267,-95.3998419867,gray
40171,iNaturalist,47734715,2020,44.5832722222,-73.1872166667,gray
40172,iNaturalist,47736093,2020,43.7927815343,-79.1428206705,gray
40173,iNaturalist,47740156,2020,43.5034100308,-79.6557027809,gray
40174,iNaturalist,47740707,2020,38.6876764314,-75.3907408231,gray
40175,iNaturalist,47741588,2020,38.56213333,-90.62363333,gray
40176,iNaturalist,47745483,2020,39.9935794259,-76.3562468633,gray
40177,iNaturalist,47745856,2020,40.7753541693,-73.9443787281,gray
40178,iNaturalist,47751634,2020,40.2052359379,-77.2146833191,gray
40179,iNaturalist,47753052,2020,40.7441467546,-73.7425555016,gray
40180,iNaturalist,47754430,2020,40.7778946853,-73.9705389324,gray
40181,iNaturalist,47755804,2020,35.7567075816,-86.9098996007,gray
40182,iNaturalist,47761638,2020,29.1185446181,-81.0257325183,gray
40183,iNaturalist,47764339,2020,35.9665450101,-78.9681523815,gray
40184,iNaturalist,47766165,2020,30.449670218,-88.2334244718,gray
40185,iNaturalist,47766488,2020,49.2235268467,-123.0172246044,melanic
40187,iNaturalist,47772846,2020,42.39151667,-76.373305,gray
40188,iNaturalist,47776032,2020,29.7858741517,-95.3859092115,gray
40189,iNaturalist,47776668,2020,48.7869964853,-123.7637841135,melanic
40190,iNaturalist,47777344,2020,27.80035333,-82.71938333,gray
40191,iNaturalist,47778460,2020,40.89295833,-74.03601117,gray
40192,iNaturalist,47778534,2020,40.89334167,-74.03595,gray
40193,iNaturalist,47778655,2020,40.89352833,-74.03556117,gray
40194,iNaturalist,47780234,2020,32.5964118512,-85.4824313286,gray
40195,iNaturalist,47781133,2020,39.8468571592,-74.2147401139,gray
40196,iNaturalist,47782144,2020,39.8468468339,-74.2147623283,gray
40197,iNaturalist,47784060,2020,29.74364667,-95.432695,gray
40198,iNaturalist,47784247,2020,26.1210914369,-80.2478820113,gray
40199,iNaturalist,47786073,2020,35.6335305556,-82.5561833333,gray
40200,iNaturalist,47792542,2020,40.76713667,-73.97499667,gray
40201,iNaturalist,47792775,2020,40.76665,-73.97598333,gray
40202,iNaturalist,47792847,2020,40.76615833,-73.97647167,gray
40203,iNaturalist,47792988,2020,40.767075,-73.97477,gray
40204,iNaturalist,47793150,2020,40.76710833,-73.974755,gray
40205,iNaturalist,47793884,2020,31.33151,-94.707243,gray
40206,iNaturalist,47795142,2020,44.0013337343,-88.6127080302,gray
40207,iNaturalist,47798231,2020,45.725575,-65.51995833,gray
40209,iNaturalist,47800256,2020,42.3022722222,-71.1264416667,gray
40210,iNaturalist,47800263,2020,42.3012805556,-71.1279666667,gray
40211,iNaturalist,47800292,2020,40.1164596202,-75.0236575884,gray
40212,iNaturalist,47800988,2020,40.76690333,-73.97728,gray
40213,iNaturalist,47801016,2020,40.76685333,-73.97727167,gray
40214,iNaturalist,47801094,2020,40.76772167,-73.979225,gray
40215,iNaturalist,47801103,2020,40.76772,-73.97927167,gray
40216,iNaturalist,47801177,2020,40.76776333,-73.979675,gray
40217,iNaturalist,47802479,2020,38.9356545515,-77.3463104997,gray
40218,iNaturalist,47804662,2020,42.2549102765,-71.838359423,gray
40220,iNaturalist,47807437,2020,47.8394857722,-122.3495093695,gray
40221,iNaturalist,47809639,2020,27.7260055556,-82.6499472222,gray
40224,iNaturalist,47815455,2020,49.2117814751,-122.927436117,gray
40225,iNaturalist,47817998,2020,29.8066414,-95.7655343,gray
40227,iNaturalist,47823128,2020,42.100330554,-71.6489213706,gray
40228,iNaturalist,47826796,2020,40.6027771447,-74.5328239746,gray
40229,iNaturalist,47826804,2020,40.6027771447,-74.5328239746,gray
40230,iNaturalist,47826871,2020,40.6027771447,-74.5328239746,gray
40231,iNaturalist,47826897,2020,40.6027771447,-74.5328239746,gray
40232,iNaturalist,47827036,2020,40.6027771447,-74.5328239746,gray
40233,iNaturalist,47827049,2020,40.6027771447,-74.5328239746,gray
40234,iNaturalist,47827058,2020,40.6027771447,-74.5328239746,gray
40235,iNaturalist,47827076,2020,40.6027771447,-74.5328239746,gray
40236,iNaturalist,47827628,2020,42.4334638889,-71.0863472222,melanic
40237,iNaturalist,47835197,2020,42.65377056,-73.80866427,gray
40238,iNaturalist,47835877,2020,44.9596787662,-93.47506122,gray
40239,iNaturalist,47837745,2020,45.2258944444,-75.6774305556,gray
40240,iNaturalist,47838284,2020,40.72230833,-73.68633333,gray
40241,iNaturalist,47839692,2020,43.0947351968,-87.882718267,gray
40242,iNaturalist,47840543,2020,36.016295835,-78.9605078101,gray
40243,iNaturalist,47840565,2020,27.291094876,-82.4106104875,gray
40244,iNaturalist,47843360,2020,49.260928,-122.8550272,gray
40245,iNaturalist,47843455,2020,49.2609323,-122.8550198,gray
40246,iNaturalist,47847797,2020,39.09744,-75.5338072,gray
40247,iNaturalist,47848366,2020,42.37430361,-71.11774232,gray
40248,iNaturalist,47848514,2020,42.374215,-71.11777416,gray
40249,iNaturalist,47848544,2020,42.37418199,-71.11783995,melanic
40250,iNaturalist,47850134,2020,44.9371325924,-91.3103990048,gray
40251,iNaturalist,47852802,2020,44.5136221,-79.093013,melanic
40252,iNaturalist,47853609,2020,43.4234853029,-79.7774297191,melanic
40253,iNaturalist,47855118,2020,42.3876517727,-71.1452155026,gray
40254,iNaturalist,47856334,2020,39.0278797997,-77.4820284105,gray
40255,iNaturalist,47858345,2020,27.555058,-82.53916,gray
40256,iNaturalist,47859332,2020,41.181828511,-81.6430341447,melanic
40257,iNaturalist,47859522,2020,42.4546465138,-71.1247261836,gray
40258,iNaturalist,47859805,2020,39.8864375846,-75.728823477,gray
40259,iNaturalist,47863989,2020,41.1696752,-73.4102489,gray
40260,iNaturalist,47868850,2020,42.3281138652,-72.646315211,gray
40261,iNaturalist,47869900,2020,45.4477716657,-75.6384416667,melanic
40262,iNaturalist,47878903,2020,41.9602869,-87.6975925,gray
40263,iNaturalist,47880104,2020,39.4492746287,-76.6526634642,gray
40264,iNaturalist,47884758,2020,43.2188850297,-77.5444623168,gray
40265,iNaturalist,47887184,2020,41.9871484,-87.6884722,gray
40266,iNaturalist,47887718,2020,40.893075,-74.00788888,gray
40267,iNaturalist,47889116,2020,45.3711041161,-75.7970802699,melanic
40268,iNaturalist,47889936,2020,42.2797073483,-71.8544302973,gray
40269,iNaturalist,47890013,2020,37.850915187,-122.4859696343,gray
40271,iNaturalist,47893696,2020,42.4014504929,-87.9236543717,gray
40272,iNaturalist,47895276,2020,39.1884966667,-75.9251616667,gray
40273,iNaturalist,47899212,2020,42.2932916667,-71.1287527778,gray
40274,iNaturalist,47899966,2020,30.351558,-90.041824,gray
40275,iNaturalist,47899976,2020,30.351572,-90.041784,gray
40276,iNaturalist,47902420,2020,27.188282,-82.2622817,gray
40277,iNaturalist,47904689,2020,38.7585629058,-93.737865463,gray
40278,iNaturalist,47908967,2020,41.2518217247,-73.9609852167,gray
40280,iNaturalist,47914103,2020,42.31898905,-81.8435668333,melanic
40281,iNaturalist,47922607,2020,45.4583498991,-73.5563291366,gray
40283,iNaturalist,47927187,2020,45.5430337766,-73.4319063726,gray
40284,iNaturalist,47928426,2020,45.5462166988,-73.5030418603,gray
40285,iNaturalist,47928721,2020,40.80719667,-73.682525,gray
40286,iNaturalist,47930221,2020,28.03003883,-82.644355,gray
40287,iNaturalist,47930316,2020,35.2334472,-82.7342919,gray
40288,iNaturalist,47930319,2020,35.2334472,-82.7342919,gray
40289,iNaturalist,47930320,2020,35.2334472,-82.7342919,gray
40290,iNaturalist,47930323,2020,35.2334472,-82.7342919,gray
40291,iNaturalist,47930324,2020,35.2334472,-82.7342919,gray
40292,iNaturalist,47930325,2020,35.2334472,-82.7342919,other
40293,iNaturalist,47930327,2020,35.2334472,-82.7342919,other
40294,iNaturalist,47930329,2020,35.2334472,-82.7342919,other
40295,iNaturalist,47930330,2020,35.2334472,-82.7342919,other
40296,iNaturalist,47930332,2020,35.2334472,-82.7342919,other
40297,iNaturalist,47930334,2020,35.2334472,-82.7342919,other
40298,iNaturalist,47930339,2020,35.2334472,-82.7342919,other
40299,iNaturalist,47930342,2020,35.2334472,-82.7342919,other
40300,iNaturalist,47930343,2020,35.2334472,-82.7342919,other
40301,iNaturalist,47931504,2020,49.095856,-123.828568,melanic
40302,iNaturalist,47932493,2020,35.0993186542,-92.4662033658,gray
40303,iNaturalist,47933777,2020,40.7759481287,-73.9696324189,gray
40304,iNaturalist,47938207,2020,45.4456559672,-75.6504226534,melanic
40305,iNaturalist,47949927,2020,29.5966259,-95.0893592,gray
40306,iNaturalist,47953620,2020,44.7106606844,-79.6466605885,gray
40307,iNaturalist,47963911,2020,40.8408762475,-73.8177974895,gray
40308,iNaturalist,47969333,2020,40.8167068894,-73.4278033922,gray
40309,iNaturalist,47969828,2020,40.6791930283,-73.5028922216,gray
40310,iNaturalist,47970837,2020,35.94081333,-79.01885283,gray
40311,iNaturalist,47973514,2020,42.0878083678,-71.6200677586,gray
40312,iNaturalist,47978357,2020,29.8907309397,-90.0213941412,gray
40313,iNaturalist,47985700,2020,45.4833333333,-122.7274027778,gray
40314,iNaturalist,47986007,2020,40.6029292878,-74.5329226872,gray
40315,iNaturalist,47991549,2020,43.8562428125,-81.2494895607,other
40316,iNaturalist,47997488,2020,41.95621462,-87.7645642,gray
40317,iNaturalist,48005726,2020,42.2328322501,-79.5603439584,gray
40318,iNaturalist,48005966,2020,34.1814676,-84.1945715,gray
40319,iNaturalist,48008626,2020,42.28159667,-83.46997,melanic
40320,iNaturalist,48009138,2020,43.8202118827,-91.201775611,gray
40321,iNaturalist,48015200,2020,40.0616967213,-75.4098845926,gray
40322,iNaturalist,48015334,2020,37.7374,-122.41604667,gray
40323,iNaturalist,48021045,2020,41.8548444752,-72.4399287813,gray
40324,iNaturalist,48025654,2020,38.3175653384,-77.5053823995,gray
40325,iNaturalist,48027079,2020,39.6720293425,-105.3707189881,melanic
40326,iNaturalist,48030199,2020,38.9781727,-77.269537,gray
40327,iNaturalist,48031901,2020,37.8873586995,-83.9532571658,gray
40328,iNaturalist,48032234,2020,39.2542376314,-84.4078279306,gray
40329,iNaturalist,48033008,2020,41.1696808,-73.4102386,gray
40330,iNaturalist,48033444,2020,41.1435568845,-73.9424110763,gray
40331,iNaturalist,48033948,2020,40.7253935,-74.0826874,gray
40332,iNaturalist,48034086,2020,39.0310481757,-77.1631649137,gray
40333,iNaturalist,48037419,2020,38.9781727,-77.269537,gray
40334,iNaturalist,48037838,2020,38.9781727,-77.269537,gray
40335,iNaturalist,48038262,2020,38.9781727,-77.269537,gray
40336,iNaturalist,48038533,2020,35.5365,-82.6929,gray
40337,iNaturalist,48038984,2020,39.33362167,-77.35993333,gray
40338,iNaturalist,48039222,2020,43.0176719722,-77.558305,melanic
40339,iNaturalist,48039377,2020,35.5365,-82.6929,gray
40340,iNaturalist,48040401,2020,39.933526375,-75.725292375,gray
40341,iNaturalist,48041095,2020,49.02792887,-122.65668038,gray
40342,iNaturalist,48043117,2020,39.0028889,-77.280348,gray
40343,iNaturalist,48043569,2020,39.0028889,-77.280348,gray
40344,iNaturalist,48046410,2020,30.40854978,-86.75434551,gray
40345,iNaturalist,48048357,2020,40.79560833,-75.97592167,gray
40347,iNaturalist,48053931,2020,43.6862856,-79.7961731,gray
40348,iNaturalist,48054812,2020,45.4942838,-122.8670454,gray
40349,iNaturalist,48057191,2020,43.0459770879,-87.9870728574,gray
40350,iNaturalist,48057629,2020,42.354955508,-72.5498395239,gray
40351,iNaturalist,48058723,2020,35.1876415316,-80.6566295201,gray
40352,iNaturalist,48060170,2020,43.0462872704,-87.9863860573,gray
40353,iNaturalist,48062608,2020,40.89700333,-74.00819445,gray
40354,iNaturalist,48062937,2020,41.15339717,-73.99498,gray
40355,iNaturalist,48063775,2020,30.20151667,-95.53372167,gray
40356,iNaturalist,48065001,2020,43.864925,-79.238275,melanic
40357,iNaturalist,48068882,2020,37.3055421045,-83.4485036511,gray
40358,iNaturalist,48070901,2020,38.8401294,-77.2387865,gray
40359,iNaturalist,48082954,2020,45.3697271444,-75.792448132,gray
40360,iNaturalist,48083140,2020,45.3897296721,-75.7394325734,melanic
40361,iNaturalist,48090025,2020,39.99630833,-75.251045,melanic
40362,iNaturalist,48108047,2020,45.4368294901,-84.47942812,gray
40363,iNaturalist,48113361,2020,35.9440339865,-83.938293457,gray
40364,iNaturalist,48116336,2020,41.8278024439,-87.9322756828,gray
