,database,inat.id,year,latitude,longitude,morph.class
10124,iNaturalist,11418292,2018,35.770778,-78.712063,gray
10126,iNaturalist,11418911,2018,36.98550086,-86.45487122,gray
10127,iNaturalist,11418952,2018,36.98573347,-86.45492912,gray
10128,iNaturalist,11419023,2018,40.42958393,-86.91320978,gray
10129,iNaturalist,11419352,2018,39.16311278,-76.82789579,gray
10130,iNaturalist,11419613,2018,37.60624563,-77.35165638,gray
10131,iNaturalist,11420840,2018,29.82583427,-95.51583099,gray
10132,iNaturalist,11421198,2018,37.25812378,-76.01814581,gray
10133,iNaturalist,11422255,2018,37.4197904,-122.0879787,melanic
10134,iNaturalist,11423760,2018,39.14963531,-76.88766479,gray
10136,iNaturalist,11425194,2018,45.95595337,-66.66153073,gray
10137,iNaturalist,11426006,2018,36.985425,-86.45585,gray
10138,iNaturalist,11426014,2018,36.98649667,-86.454475,gray
10139,iNaturalist,11428025,2018,42.68990541,-83.04754852,gray
10140,iNaturalist,11428034,2018,42.68977842,-83.04767593,gray
10141,iNaturalist,11428226,2018,42.472326,-83.107965,melanic
10142,iNaturalist,11430511,2018,40.60276925,-74.53274131,gray
10143,iNaturalist,11430515,2018,40.60276925,-74.53274131,gray
10144,iNaturalist,11432341,2018,36.0909305,-80.2247,gray
10145,iNaturalist,11432597,2018,44.12612783,-73.02844167,gray
10146,iNaturalist,11433054,2018,35.77813591,-91.62407655,gray
10147,iNaturalist,11433139,2018,33.79090268,-84.32459853,gray
10148,iNaturalist,11433203,2018,36.98546005,-86.45542139,gray
10149,iNaturalist,11433406,2018,41.75731751,-73.19073633,gray
10150,iNaturalist,11434319,2018,42.0010102,-87.6573721,gray
10151,iNaturalist,11434988,2018,38.86687616,-77.13031154,gray
10152,iNaturalist,11435211,2018,45.66875833,-122.6555117,gray
10153,iNaturalist,11435461,2018,30.21183,-95.47657,gray
10154,iNaturalist,11435650,2018,31.33151,-94.707243,gray
10155,iNaturalist,11435739,2018,42.36513901,-71.25901794,gray
10156,iNaturalist,11435902,2018,30.11968747,-95.55201793,gray
10157,iNaturalist,11437910,2018,42.472326,-83.107965,melanic
10158,iNaturalist,11440146,2018,29.57226268,-94.39167738,gray
10159,iNaturalist,11440522,2018,40.0900775,-83.1042389,gray
10160,iNaturalist,11447660,2018,28.06084197,-82.41513537,gray
10161,iNaturalist,11447944,2018,37.23608491,-80.41809482,gray
10162,iNaturalist,11448049,2018,35.02901117,-79.04235833,gray
10163,iNaturalist,11448055,2018,33.79141998,-84.37438965,gray
10164,iNaturalist,11448341,2018,43.00191261,-81.23216554,gray
10165,iNaturalist,11449639,2018,38.8922092,-77.070837,gray
10166,iNaturalist,11451712,2018,47.31676221,-122.4080836,gray
10167,iNaturalist,11452198,2018,32.06958883,-81.09578617,gray
10168,iNaturalist,11452269,2018,42.43014855,-71.08348186,melanic
10169,iNaturalist,11452946,2018,29.52083129,-95.123556,gray
10170,iNaturalist,11454384,2018,44.9206717,-93.1683459,gray
10171,iNaturalist,11455449,2018,28.67857395,-81.39599133,gray
10172,iNaturalist,11457910,2018,36.98743831,-86.4536591,gray
10173,iNaturalist,11458625,2018,36.9864573669,-86.4544769862,gray
10174,iNaturalist,11458843,2018,29.71944602,-95.34192922,gray
10175,iNaturalist,11458916,2018,36.98737969,-86.45071309,other
10176,iNaturalist,11459135,2018,36.98533413,-86.45723912,gray
10177,iNaturalist,11459311,2018,36.98797224,-86.45344217,gray
10178,iNaturalist,11460429,2018,35.78714752,-78.66893768,gray
10179,iNaturalist,11460444,2018,38.8372059,-77.1350658,gray
10180,iNaturalist,11461542,2018,40.81794899,-73.94827455,melanic
10181,iNaturalist,11461766,2018,43.83995143,-79.38968559,gray
10182,iNaturalist,11462029,2018,40.48079082,-74.4357364,gray
10183,iNaturalist,11462035,2018,40.48084409,-74.43565091,gray
10184,iNaturalist,11462340,2018,38.63231293,-90.22438441,gray
10185,iNaturalist,11462950,2018,38.84477803,-77.66976144,gray
10186,iNaturalist,11463247,2018,42.00572219,-87.65803954,gray
10187,iNaturalist,11463374,2018,42.35493974,-71.07075148,gray
10188,iNaturalist,11464091,2018,34.02777217,-81.17633,gray
10189,iNaturalist,11465040,2018,34.31363082,-93.51898849,gray
10190,iNaturalist,11465265,2018,40.81556258,-73.94900797,gray
10191,iNaturalist,11466526,2018,41.91172833,-87.63018,gray
10192,iNaturalist,11466601,2018,33.97953292,-84.00455667,gray
10193,iNaturalist,11468087,2018,37.28720928,-78.50530179,gray
10195,iNaturalist,11473881,2018,40.81784367,-73.94943855,gray
10196,iNaturalist,11473884,2018,40.81787154,-73.94936956,gray
10197,iNaturalist,11482230,2018,29.571935,-94.391665,gray
10198,iNaturalist,11483312,2018,43.01927247,-81.24996921,gray
10199,iNaturalist,11483438,2018,40.88570234,-73.90972182,melanic
10200,iNaturalist,11483659,2018,30.28244081,-93.28018464,other
10201,iNaturalist,11484082,2018,38.8983078,-78.25484467,gray
10202,iNaturalist,11484286,2018,42.44588658,-71.47514784,gray
10203,iNaturalist,11484395,2018,42.29775695,-71.09746789,gray
10204,iNaturalist,11484851,2018,42.30295833,-71.08720283,gray
10205,iNaturalist,11485052,2018,43.83276273,-70.01746179,gray
10206,iNaturalist,11485306,2018,40.38408341,-79.75969328,gray
10207,iNaturalist,11485444,2018,25.55866049,-80.45204127,gray
10208,iNaturalist,11485850,2018,40.77007713,-73.97883589,gray
10209,iNaturalist,11486140,2018,42.42031001,-71.20052518,gray
10210,iNaturalist,11486278,2018,42.40706592,-71.09681203,gray
10211,iNaturalist,11486397,2018,40.76705738,-73.97195796,gray
10212,iNaturalist,11486574,2018,42.42037929,-71.20059331,melanic
10213,iNaturalist,11486830,2018,42.65278104,-71.16736502,gray
10214,iNaturalist,11486972,2018,38.81293887,-77.08135871,gray
10215,iNaturalist,11487097,2018,35.71962631,-78.85645151,gray
10216,iNaturalist,11487260,2018,42.75068368,-70.95375281,gray
10217,iNaturalist,11487399,2018,42.75072651,-70.95380779,gray
10218,iNaturalist,11489246,2018,30.18925,-93.264825,gray
10219,iNaturalist,11489507,2018,35.78618954,-78.66550832,gray
10220,iNaturalist,11490795,2018,35.0556488,-78.86006165,gray
10221,iNaturalist,11491216,2018,40.90608833,-73.89919167,gray
10222,iNaturalist,11492707,2018,38.59334358,-90.42282916,gray
10223,iNaturalist,11493809,2018,29.69447167,-95.50337167,gray
10224,iNaturalist,11494392,2018,35.3980342113,-80.5676542596,gray
10225,iNaturalist,11495624,2018,35.395872,-80.5743742,gray
10226,iNaturalist,11496233,2018,41.67603333,-72.95887833,gray
10227,iNaturalist,11496584,2018,42.40784494,-71.09887934,gray
10228,iNaturalist,11496898,2018,41.677355,-72.94017833,gray
10229,iNaturalist,11498652,2018,41.12142866,-81.6195963,gray
10230,iNaturalist,11499650,2018,38.96834962,-77.36888875,gray
10231,iNaturalist,11499949,2018,47.6912367,-122.2936714,gray
10232,iNaturalist,11502610,2018,38.59334711,-90.42266325,gray
10233,iNaturalist,11502969,2018,42.36616167,-71.25917,gray
10234,iNaturalist,11503478,2018,42.36694667,-71.255005,gray
10235,iNaturalist,11503494,2018,29.56016731,-95.71858978,gray
10236,iNaturalist,11503852,2018,42.35543833,-71.06433883,gray
10237,iNaturalist,11504489,2018,41.75612167,-88.10890833,gray
10239,iNaturalist,11504623,2018,35.77556299,-78.61933887,gray
10240,iNaturalist,11505253,2018,42.47521481,-71.47426128,gray
10241,iNaturalist,11505265,2018,42.47591118,-71.46358609,gray
10242,iNaturalist,11505285,2018,42.46206159,-71.39639139,gray
10244,iNaturalist,11507469,2018,38.71647682,-90.13389662,gray
10245,iNaturalist,11509502,2018,44.91271409,-93.25582439,gray
10246,iNaturalist,11512392,2018,41.92026916,-87.63566501,gray
10247,iNaturalist,11513377,2018,35.41114167,-80.58505333,gray
10248,iNaturalist,11513642,2018,40.80128922,-73.92463657,gray
10249,iNaturalist,11514016,2018,35.77752167,-78.6427,gray
10250,iNaturalist,11515252,2018,43.46716667,-80.52852,gray
10251,iNaturalist,11516509,2018,40.74588671,-73.84555089,gray
10252,iNaturalist,11516791,2018,40.72759652,-73.99814243,gray
10253,iNaturalist,11517618,2018,40.81788097,-73.94930637,gray
10254,iNaturalist,11518403,2018,44.97524232,-93.13505173,gray
10255,iNaturalist,11518451,2018,44.93516167,-68.65073333,gray
10256,iNaturalist,11519433,2018,42.35593087,-71.05127041,gray
10257,iNaturalist,11519495,2018,40.71344317,-73.97612546,gray
10258,iNaturalist,11519855,2018,42.38925899,-70.99427032,gray
10259,iNaturalist,11519942,2018,42.356155,-71.0509805,gray
10260,iNaturalist,11520104,2018,42.13970032,-70.69993973,gray
10261,iNaturalist,11520325,2018,42.35701666,-71.05108489,gray
10262,iNaturalist,11522407,2018,38.79562483,-77.60075223,gray
10263,iNaturalist,11523544,2018,40.7973865,-73.9296839,gray
10264,iNaturalist,11524566,2018,40.74635438,-73.84598432,gray
10265,iNaturalist,11524635,2018,40.74687332,-73.84562525,gray
10266,iNaturalist,11525276,2018,40.70190921,-73.99732344,gray
10267,iNaturalist,11527164,2018,40.71280225,-73.97666674,gray
10268,iNaturalist,11527728,2018,40.43656158,-79.94835663,gray
10269,iNaturalist,11527874,2018,38.05637051,-76.64738417,gray
10270,iNaturalist,11528146,2018,40.74623992,-73.84613,gray
10271,iNaturalist,11528177,2018,42.472326,-83.107965,melanic
10272,iNaturalist,11528953,2018,38.6385347212,-90.3077875848,gray
10273,iNaturalist,11529303,2018,40.74026167,-73.84238333,gray
10274,iNaturalist,11529782,2018,29.7714539,-95.5699463,gray
10275,iNaturalist,11529922,2018,35.39354215,-80.56259074,gray
10276,iNaturalist,11530365,2018,35.757317,-78.692395,gray
10277,iNaturalist,11530712,2018,35.41607119,-80.63854722,gray
10278,iNaturalist,11531166,2018,42.30259935,-71.0872748,gray
10279,iNaturalist,11532453,2018,38.786701,-77.2000042,gray
10280,iNaturalist,11533398,2018,35.71417864,-78.71167212,gray
10281,iNaturalist,11533658,2018,29.72999954,-95.5672226,gray
10282,iNaturalist,11533888,2018,40.76709007,-73.97504987,gray
10283,iNaturalist,11534305,2018,40.76666683,-73.97515582,gray
10284,iNaturalist,11534363,2018,40.69244892,-73.96478992,gray
10285,iNaturalist,11534777,2018,42.11890919,-71.17131086,gray
10286,iNaturalist,11534892,2018,38.6402435275,-90.3107616742,gray
10287,iNaturalist,11535994,2018,38.6385599425,-90.3078687656,gray
10288,iNaturalist,11536360,2018,35.79435333,-78.68158667,gray
10289,iNaturalist,11536858,2018,35.77533735,-78.73329604,gray
10290,iNaturalist,11538768,2018,30.49457664,-92.43734154,gray
10291,iNaturalist,11539025,2018,38.64633,-77.269425,gray
10292,iNaturalist,11541137,2018,39.3292396,-82.1012554,gray
10293,iNaturalist,11541168,2018,35.928616,-78.966186,gray
10294,iNaturalist,11541824,2018,38.6401295,-90.31038793,gray
10295,iNaturalist,11541842,2018,38.64009995,-90.3105229,gray
10296,iNaturalist,11542043,2018,35.36141531,-80.61865512,gray
10297,iNaturalist,11542151,2018,30.87114349,-92.41314463,gray
10298,iNaturalist,11542444,2018,39.30544287,-77.55789581,gray
10299,iNaturalist,11544757,2018,37.37677006,-122.057213,gray
10300,iNaturalist,11545859,2018,28.36542877,-81.55557546,gray
10301,iNaturalist,11547389,2018,35.78236772,-78.7242289,gray
10302,iNaturalist,11547509,2018,42.52433539,-70.8891689,gray
10303,iNaturalist,11547951,2018,40.77268333,-73.97751667,gray
10304,iNaturalist,11548207,2018,38.72477167,-77.39066333,gray
10305,iNaturalist,11548621,2018,39.32381167,-76.64640833,gray
10306,iNaturalist,11548907,2018,39.22089297,-76.64554392,gray
10307,iNaturalist,11549116,2018,29.6674066667,-95.56991,gray
10308,iNaturalist,11549477,2018,42.95029543,-77.5263283,gray
10310,iNaturalist,11551933,2018,38.97462041,-76.94579338,gray
10311,iNaturalist,11552448,2018,29.90350882,-95.63875437,gray
10312,iNaturalist,11553345,2018,42.304825,-71.098752,gray
10313,iNaturalist,11553612,2018,38.7530671,-77.4703885,gray
10314,iNaturalist,11555979,2018,35.28511938,-80.65334271,gray
10315,iNaturalist,11556031,2018,32.46777803,-93.74880611,gray
10316,iNaturalist,11556480,2018,42.30083333,-71.12545833,gray
10317,iNaturalist,11556484,2018,42.30343333,-71.12334444,gray
10318,iNaturalist,11556486,2018,42.30370833,-71.12060556,gray
10319,iNaturalist,11556496,2018,42.30067778,-71.12558056,gray
10320,iNaturalist,11557370,2018,35.23584249,-80.5184634,gray
10321,iNaturalist,11557703,2018,42.300885,-71.125507,gray
10322,iNaturalist,11560066,2018,37.47113333,-122.2766683,gray
10323,iNaturalist,11560391,2018,37.2645928,-121.820687,melanic
10324,iNaturalist,11560933,2018,39.30527222,-77.55779167,gray
10325,iNaturalist,11563144,2018,29.7551093,-95.57387338,gray
10326,iNaturalist,11563258,2018,29.75648092,-95.5752581,gray
10327,iNaturalist,11563775,2018,29.691125,-95.39122,gray
10328,iNaturalist,11566471,2018,47.8194679,-122.3094963,gray
10329,iNaturalist,11567219,2018,42.006825,-87.6914,gray
10330,iNaturalist,11567807,2018,29.76527778,-95.45194444,gray
10331,iNaturalist,11567903,2018,41.8742824,-87.7695393,gray
10332,iNaturalist,11569938,2018,38.7169197,-90.3648137,gray
10333,iNaturalist,11571550,2018,40.0900775,-83.1042389,gray
10334,iNaturalist,11577085,2018,29.85643343,-95.68348287,gray
10335,iNaturalist,11577881,2018,38.8606904,-77.1222639,gray
10337,iNaturalist,11583616,2018,29.97354,-95.5709169,gray
10338,iNaturalist,11584478,2018,29.97354,-95.5709169,gray
10339,iNaturalist,11591549,2018,40.0702939,-75.09241607,gray
10340,iNaturalist,11592580,2018,40.70178333,-73.99742833,gray
10341,iNaturalist,11592871,2018,42.40791524,-71.32820353,gray
10342,iNaturalist,11593359,2018,40.71478128,-73.98793719,gray
10343,iNaturalist,11593455,2018,40.60251673,-74.53283787,gray
10344,iNaturalist,11593851,2018,40.621025,-73.91852,gray
10345,iNaturalist,11594615,2018,42.497278,-71.36729772,gray
10346,iNaturalist,11595263,2018,38.55615352,-90.34814302,gray
10347,iNaturalist,11595501,2018,40.67627243,-73.99038669,gray
10348,iNaturalist,11596826,2018,38.60236667,-90.25154167,gray
10349,iNaturalist,11597147,2018,38.60260064,-90.25155149,gray
10350,iNaturalist,11597203,2018,37.61714956,-77.57280691,gray
10351,iNaturalist,11597329,2018,38.60260808,-90.25167729,gray
10352,iNaturalist,11598323,2018,30.02281605,-95.29470448,gray
10353,iNaturalist,11598690,2018,38.87138768,-78.15388164,gray
10354,iNaturalist,11598929,2018,42.3673484,-71.44460249,gray
10355,iNaturalist,11599242,2018,38.4321993,-90.55646852,gray
10356,iNaturalist,11600572,2018,40.88529531,-73.90753103,gray
10357,iNaturalist,11600697,2018,40.43607898,-79.91373127,gray
10358,iNaturalist,11602700,2018,42.36758119,-71.26067162,gray
10359,iNaturalist,11603097,2018,35.8101988,-78.71494116,gray
10360,iNaturalist,11603239,2018,38.97477749,-77.36939192,gray
10361,iNaturalist,11603277,2018,26.43493998,-80.10889915,gray
10362,iNaturalist,11603499,2018,40.73074325,-73.99722452,gray
10363,iNaturalist,11603632,2018,30.21661088,-92.95957088,gray
10364,iNaturalist,11603892,2018,35.78419167,-78.66982167,gray
10365,iNaturalist,11604615,2018,35.78439667,-78.67064667,gray
10366,iNaturalist,11605328,2018,40.79516787,-73.95624947,gray
10367,iNaturalist,11605485,2018,37.0517864,-76.31918907,gray
10368,iNaturalist,11605730,2018,35.78240833,-78.66384167,gray
10369,iNaturalist,11605831,2018,40.87235777,-73.92458369,gray
10370,iNaturalist,11605854,2018,45.37313177,-75.78721046,melanic
10371,iNaturalist,11606252,2018,39.42059648,-74.49157749,gray
10372,iNaturalist,11606850,2018,35.78092923,-78.66401919,gray
10373,iNaturalist,11607021,2018,35.78069135,-78.66401124,gray
10374,iNaturalist,11607166,2018,28.62225945,-81.36485563,gray
10375,iNaturalist,11609036,2018,35.78395359,-78.66551075,gray
10376,iNaturalist,11610127,2018,43.45717685,-80.49335256,gray
10377,iNaturalist,11611332,2018,28.97463333,-80.90957,gray
10378,iNaturalist,11611535,2018,29.75436692,-95.59226272,gray
10379,iNaturalist,11612061,2018,35.78399167,-78.66548833,gray
10380,iNaturalist,11612292,2018,35.78388263,-78.66222824,gray
10381,iNaturalist,11612807,2018,43.47096187,-80.53205548,melanic
10382,iNaturalist,11613920,2018,41.2500208,-81.4684665,gray
10383,iNaturalist,11614347,2018,39.26423043,-76.58261385,gray
10384,iNaturalist,11615086,2018,40.86138615,-73.87807167,gray
10385,iNaturalist,11616533,2018,44.85974046,-93.21599334,gray
10386,iNaturalist,11617003,2018,42.3642694,-71.26067429,gray
10387,iNaturalist,11617016,2018,40.8580773,-73.8799463,gray
10388,iNaturalist,11617343,2018,29.764825,-95.45236167,gray
10389,iNaturalist,11618540,2018,40.86165056,-73.87812087,gray
10390,iNaturalist,11619174,2018,35.78605,-78.67423833,gray
10391,iNaturalist,11619878,2018,40.77563886,-73.97434797,gray
10392,iNaturalist,11620163,2018,39.968175,-77.416534,gray
10393,iNaturalist,11620178,2018,40.77570893,-73.97448493,gray
10394,iNaturalist,11620306,2018,42.40668036,-71.32710548,gray
10395,iNaturalist,11621846,2018,40.74422652,-73.74077603,gray
10396,iNaturalist,11624177,2018,41.97368333,-87.71116667,gray
10397,iNaturalist,11625808,2018,40.79097885,-73.95769885,gray
10398,iNaturalist,11626747,2018,26.36974821,-80.10309013,gray
10399,iNaturalist,11627222,2018,35.40268613,-80.57325161,gray
10400,iNaturalist,11630819,2018,42.36711428,-71.25447624,gray
10401,iNaturalist,11631569,2018,42.36345116,-71.25339746,gray
10402,iNaturalist,11631610,2018,42.36286453,-71.25223339,gray
10403,iNaturalist,11631629,2018,42.36173486,-71.2504524,gray
10404,iNaturalist,11633989,2018,40.43914113,-79.90171708,gray
10405,iNaturalist,11637300,2018,29.73469663,-95.57413713,gray
10406,iNaturalist,11638610,2018,38.8242076,-77.7057648,gray
10407,iNaturalist,11638662,2018,42.35696863,-71.06288913,gray
10408,iNaturalist,11638976,2018,42.50921479,-71.06895536,gray
10409,iNaturalist,11642394,2018,40.16352269,-79.26757386,gray
10410,iNaturalist,11642400,2018,35.3645200096,-80.6233121083,gray
10411,iNaturalist,11643517,2018,42.85491526,-70.94063873,gray
10412,iNaturalist,11643631,2018,41.43085452,-81.84835911,melanic
10413,iNaturalist,11643686,2018,42.35549949,-71.06978416,gray
10414,iNaturalist,11643773,2018,41.829106,-87.885003,gray
10415,iNaturalist,11646816,2018,40.75028201,-73.89117577,gray
10416,iNaturalist,11649206,2018,35.34633929,-80.56885955,gray
10417,iNaturalist,11649522,2018,47.30848658,-122.5235203,gray
10418,iNaturalist,11649839,2018,40.7769,-73.96874167,gray
10419,iNaturalist,11649921,2018,40.64236167,-73.97428833,gray
10420,iNaturalist,11650468,2018,40.87934027,-73.88489362,gray
10421,iNaturalist,11651669,2018,42.24234233,-70.89060229,gray
10422,iNaturalist,11651725,2018,40.79594796,-73.95974125,gray
10423,iNaturalist,11651848,2018,42.0324653,-87.67469175,gray
10424,iNaturalist,11653173,2018,40.6885847,-73.966412,gray
10425,iNaturalist,11653781,2018,38.84625149,-77.07277455,gray
10426,iNaturalist,11653824,2018,41.90817,-87.698295,gray
10427,iNaturalist,11654188,2018,38.90935833,-77.04347217,gray
10428,iNaturalist,11655080,2018,40.56693186,-74.13548017,gray
10429,iNaturalist,11655150,2018,40.56692034,-74.13552283,gray
10430,iNaturalist,11655334,2018,39.1162541,-76.68324563,gray
10431,iNaturalist,11655490,2018,40.65567073,-73.97654152,gray
10432,iNaturalist,11657426,2018,40.7050155,-73.8543731,gray
10433,iNaturalist,11657731,2018,44.84308833,-93.37072833,gray
10434,iNaturalist,11658235,2018,40.70513964,-73.85424737,gray
10435,iNaturalist,11658423,2018,42.29800986,-71.29006829,gray
10436,iNaturalist,11659745,2018,42.368021,-71.260069,gray
10437,iNaturalist,11660684,2018,42.62111282,-71.30527496,gray
10438,iNaturalist,11661392,2018,41.79862213,-73.12195587,gray
10439,iNaturalist,11661720,2018,42.35572144,-71.06962265,gray
10440,iNaturalist,11662164,2018,37.43622477,-77.64709314,gray
10441,iNaturalist,11663202,2018,43.72520833,-79.52188,gray
10442,iNaturalist,11663259,2018,42.36431334,-71.2605166,gray
10443,iNaturalist,11664204,2018,40.746221,-73.809084,gray
10444,iNaturalist,11664236,2018,42.35306287,-71.07051792,gray
10445,iNaturalist,11664417,2018,42.43118472,-71.166167,gray
10446,iNaturalist,11664536,2018,42.41908503,-71.17902475,gray
10447,iNaturalist,11664539,2018,41.72350656,-88.14627678,gray
10448,iNaturalist,11664579,2018,40.62978014,-73.89440645,gray
10449,iNaturalist,11664722,2018,42.41907292,-71.17903381,gray
10450,iNaturalist,11665225,2018,42.4191121,-71.17919767,gray
10451,iNaturalist,11666772,2018,42.44939324,-71.27568461,gray
10452,iNaturalist,11666791,2018,41.48137449,-81.57875695,gray
10453,iNaturalist,11667840,2018,38.89070556,-77.15677778,gray
10454,iNaturalist,11667999,2018,42.35428362,-71.07136129,gray
10455,iNaturalist,11668040,2018,42.35427921,-71.07140522,gray
10456,iNaturalist,11669086,2018,38.94281625,-76.99096332,gray
10457,iNaturalist,11669878,2018,38.88366536,-77.1604448,melanic
10458,iNaturalist,11670874,2018,42.36678741,-71.25991875,gray
10459,iNaturalist,11671338,2018,35.779919,-78.713438,gray
10460,iNaturalist,11671457,2018,47.67634491,-122.3461385,gray
10461,iNaturalist,11671863,2018,38.80483948,-77.54648536,gray
10462,iNaturalist,11673580,2018,42.45201299,-71.13459338,gray
10463,iNaturalist,11673590,2018,30.189495,-93.23018667,gray
10464,iNaturalist,11674289,2018,40.78125333,-73.96495833,gray
10465,iNaturalist,11674291,2018,43.51649451,-80.49427538,gray
10466,iNaturalist,11674393,2018,29.75188047,-95.59179165,gray
10467,iNaturalist,11674910,2018,37.25738824,-76.01861932,gray
10468,iNaturalist,11675092,2018,40.79982894,-74.00277427,gray
10469,iNaturalist,11675358,2018,42.12103333,-71.17761167,gray
10470,iNaturalist,11676007,2018,42.37522953,-71.23624055,gray
10471,iNaturalist,11676468,2018,40.53996137,-74.17703765,gray
10472,iNaturalist,11676503,2018,42.39597333,-71.14652167,gray
10473,iNaturalist,11676621,2018,42.35562833,-71.114805,gray
10474,iNaturalist,11676670,2018,42.00667572,-87.66246033,gray
10475,iNaturalist,11676964,2018,37.592194,-77.57598493,gray
10476,iNaturalist,11677568,2018,42.36319305,-71.24458266,gray
10477,iNaturalist,11678744,2018,35.77325636,-78.65436316,gray
10478,iNaturalist,11679198,2018,38.54649326,-90.54341957,gray
10479,iNaturalist,11679253,2018,41.27033481,-96.04743963,melanic
10480,iNaturalist,11679317,2018,30.07028817,-95.73927558,gray
10481,iNaturalist,11682316,2018,40.02328394,-75.10453194,gray
10482,iNaturalist,11682509,2018,38.5496852,-90.54161411,gray
10483,iNaturalist,11682690,2018,38.884055,-77.10674167,gray
10484,iNaturalist,11682775,2018,35.99383009,-77.95456398,gray
10485,iNaturalist,11683130,2018,39.05033909,-77.40541578,gray
10486,iNaturalist,11683265,2018,40.8391851,-73.82300184,melanic
10487,iNaturalist,11684811,2018,40.7932575,-73.96306719,gray
10488,iNaturalist,11684890,2018,40.79282247,-73.96362995,melanic
10489,iNaturalist,11687139,2018,38.88987833,-77.04266383,gray
10490,iNaturalist,11689971,2018,35.78359564,-78.66170168,gray
10491,iNaturalist,11691023,2018,39.9658695,-80.4699477,gray
10492,iNaturalist,11692213,2018,41.92615891,-87.63538361,gray
10493,iNaturalist,11693594,2018,35.89398644,-78.57936926,gray
10494,iNaturalist,11694760,2018,42.36403415,-71.09341428,gray
10495,iNaturalist,11695437,2018,42.30103333,-71.1258305,gray
10496,iNaturalist,11695486,2018,42.36587833,-71.25928667,gray
10497,iNaturalist,11696216,2018,41.44983802,-81.8327567,melanic
10498,iNaturalist,11696408,2018,40.70576481,-73.85326115,gray
10499,iNaturalist,11696923,2018,38.98628973,-76.75039215,gray
10500,iNaturalist,11698046,2018,35.8948523,-78.5790375,gray
10501,iNaturalist,11700199,2018,42.41638833,-71.13923167,gray
10502,iNaturalist,11700272,2018,35.78293935,-78.66176303,gray
10503,iNaturalist,11701459,2018,46.83687274,-92.07800533,gray
10504,iNaturalist,11702548,2018,39.49349667,-76.692345,gray
10505,iNaturalist,11703240,2018,42.37029368,-71.4529777,gray
10506,iNaturalist,11704945,2018,45.05791473,-75.66975403,melanic
10507,iNaturalist,11705336,2018,48.426141,-123.316516,gray
10508,iNaturalist,11706155,2018,39.05908333,-77.03493118,melanic
10509,iNaturalist,11706218,2018,47.73448896,-117.4227333,gray
10510,iNaturalist,11706581,2018,38.9086128,-78.0776983,gray
10511,iNaturalist,11706957,2018,35.77303439,-78.65397692,gray
10512,iNaturalist,11711119,2018,45.0853814,-93.0081479,gray
10513,iNaturalist,11715162,2018,38.9015262,-77.09068894,gray
10514,iNaturalist,11719770,2018,40.65859387,-73.96592839,gray
10515,iNaturalist,11721795,2018,41.41303865,-81.88330796,gray
10516,iNaturalist,11722927,2018,44.946128,-93.0225754,gray
10518,iNaturalist,11728746,2018,43.31498,-79.84933,gray
10519,iNaturalist,11728747,2018,43.31482833,-79.849075,melanic
10520,iNaturalist,11729235,2018,43.30112167,-79.845485,melanic
10521,iNaturalist,11732056,2018,38.5562329,-90.34819172,gray
10522,iNaturalist,11732267,2018,37.60628,-77.35167,gray
10523,iNaturalist,11732949,2018,42.37997925,-71.11776024,gray
10524,iNaturalist,11733871,2018,42.36688359,-71.25461819,gray
10525,iNaturalist,11734320,2018,38.6057765,-90.3559896,gray
10526,iNaturalist,11735153,2018,43.34692847,-80.33445287,gray
10527,iNaturalist,11735483,2018,38.58565786,-90.30998952,gray
10528,iNaturalist,11736255,2018,40.78212184,-73.98683223,gray
10529,iNaturalist,11736730,2018,42.396695,-71.16366667,gray
10530,iNaturalist,11737210,2018,38.79652833,-90.491325,gray
10531,iNaturalist,11737595,2018,40.98042297,-81.30425262,gray
10532,iNaturalist,11738190,2018,30.18754996,-95.46832027,gray
10533,iNaturalist,11740121,2018,42.36721802,-71.25330353,gray
10534,iNaturalist,11740716,2018,37.65404288,-77.53113459,gray
10535,iNaturalist,11741271,2018,29.75678,-95.72266667,gray
10536,iNaturalist,11744129,2018,37.75392434,-122.4683085,gray
10537,iNaturalist,11744932,2018,26.57349003,-81.82442894,gray
10538,iNaturalist,11745431,2018,41.6112737,-81.331564,gray
10539,iNaturalist,11745541,2018,25.71122889,-80.25998787,gray
10540,iNaturalist,11745568,2018,38.89001051,-77.04530505,gray
10541,iNaturalist,11747460,2018,38.8889888,-77.01176807,gray
10542,iNaturalist,11749968,2018,38.64013634,-90.31090491,gray
10543,iNaturalist,11749970,2018,38.64005403,-90.31080332,gray
10544,iNaturalist,11749994,2018,43.48494667,-80.48812167,gray
10545,iNaturalist,11751526,2018,36.79908167,-94.75375333,gray
10546,iNaturalist,11751800,2018,40.69443651,-73.91853474,gray
10547,iNaturalist,11752738,2018,47.65305566,-122.3601387,gray
10548,iNaturalist,11752919,2018,40.81838581,-73.94766326,gray
10549,iNaturalist,11755592,2018,40.87668886,-73.88134145,gray
10550,iNaturalist,11756195,2018,28.08995422,-82.70399854,gray
10551,iNaturalist,11757349,2018,42.46382602,-70.89330032,gray
10552,iNaturalist,11759463,2018,42.34758812,-71.40043586,gray
10553,iNaturalist,11759710,2018,44.919643,-79.374183,melanic
10554,iNaturalist,11759745,2018,42.36332703,-71.18286133,gray
10555,iNaturalist,11759950,2018,42.1938438,-71.48465082,gray
10556,iNaturalist,11761305,2018,29.97354,-95.5709169,gray
