id,latitude,longitude,weighted_pop_density,avg_winter_low_temp,introduced,prop_forest,col_class,melanic_binary,pop_den_scaled,winter_temp_scaled,prop_forest_scaled,RAC_20km,RAC_1km,RAC_10km,RAC_30km,RAC_40km,RAC_50km
73067914,44.97063614,-93.28493077,3468.8929210993138,-11.25,N,0.00430539609644086,gray,0,0.26067523247504326,-1.5579893387147443,-0.7635307672126254,-0.1677101701184421,-0.3900464712246505,-0.7590010548919923,-0.713798540062941,-0.7137576428019438,-0.7067949433322193
57463261,45.57942986,-73.65794286,5292.998059431968,-10.25,N,0.10566680869194715,gray,0,0.7119580352515577,-1.403914533500707,-0.28426404552485257,-0.1677101701184421,-0.9522424016487177,-0.7511036378205938,-0.6282360771316198,-0.6285187372990714,-0.6083162419699099
76979575,36.44480483,-82.30732014,119.22751570263311,-0.5,N,0.15371428571428572,gray,0,-0.5680305042418011,0.09831481733615559,-0.05708137109075843,-0.1677101701184421,0,-0.4099771052642326,-0.36828459197326807,-0.37208622172163824,-0.3731651996748194
81312041,42.5066056,-83.3284514,612.43963623046875,-4.25,N,0.0022883295194508,melanic,1,-0.44601004421579615,-0.4794657022164839,-0.7730680542435173,-0.1677101701184421,2.0158791866179953,1.375238011693242,1.057360910703653,0.9618583344230586,0.8772415702037182
42816430,38.9175509,-77.279589,770.6551513671875,-0.75,N,0.2656963470319635,gray,0,-0.40686759589239935,0.05979611603264629,0.47240291727187167,-0.1677101701184421,-0.40297996747726766,-0.3633120419665315,-0.1416324093832569,-0.13937304608499315,-0.1446129039852898
25386479,41.8139523934,-88.0625257008,590.10052490234375,-5.75,N,0.2585858585858586,gray,0,-0.4515367304576362,-0.7105779100375398,0.4387824260030418,-0.1677101701184421,-0.6107520256528123,-0.6041653222478313,-0.43217354741272,-0.4046345334170192,-0.3876273779197825
41496046,39.30441066,-76.8343264,347.2068176269531,-1.5,N,0.24142857142857144,gray,0,-0.5116285259865991,-0.055759987877881605,0.3576577005442207,-0.1677101701184421,-0.44299103479304863,-0.25510761819237554,-0.34664645983300607,-0.15739198354850067,-0.08583671944162241
23695150,42.47699247,-70.9119223,1719.280029296875,-3,N,0.08209382151029748,gray,0,-0.17217822152500598,-0.2868721956989374,-0.3957240972116026,-0.1677101701184421,-0.5014212555088489,-0.2496503419855595,-0.40705559659562646,-0.44033137226029145,-0.434546454504956
34187020,42.3634194444,-71.2614222222,2379.496608297251,-4.5,N,0.14760026298487836,gray,0,-0.008840932489599012,-0.5179844035199932,-0.08599027789083498,-0.1677101701184421,-0.5734025044569606,-0.5330960406305436,-0.43742942377075467,-0.44317555607703407,-0.44431279538698154
43069867,29.83632958,-95.44635101,1341.4839846042732,8,N,0,gray,0,-0.2656447955420057,1.4079506616554718,-0.7838879526530346,-0.1677101701184421,-0.21568993689126728,-0.22102345268355644,-0.2059888905921801,-0.2025427574604348,-0.1892883066692682
34750025,38.831895,-77.0528111667,3325.755859375,0.25,N,0,gray,0,0.22526318684307528,0.2138709212466835,-0.7838879526530346,-0.1677101701184421,-0.4002943391022072,-0.08532345167042428,-0.11763968843175898,-0.1347717826831711,-0.15876605780073763
76399191,41.9871484,-87.6884722,7311.075615213685,-4.75,N,0,melanic,1,1.2112295281360135,-0.5565031048235025,-0.7838879526530346,-0.1677101701184421,-0.4096642029177029,-0.34241962667288534,-0.3518923247304077,-0.36693719547103953,-0.3801099125190555
