id,latitude,longitude,weighted_pop_density,avg_winter_low_temp,introduced,prop_forest,col_class,melanic_binary,pop_den_scaled,winter_temp_scaled,prop_forest_scaled,RAC_20km,RAC_1km,RAC_10km,RAC_30km,RAC_40km,RAC_50km
4261491,43.731548,-79.762418,4893.19952827149,-6.75,N,0.00943665999428081,gray,0,0.6130480558339442,-0.8646527152515553,-0.739268634676576,0.5088956491148644,0.8427404421675142,0.4548968743895958,0.5031638267883505,0.6650002552995894,0.6936133152285752
12294619,40.8714705008,-73.921780279,6192.785759172538,-0.75,N,0.18489490559315996,gray,0,0.9345651133796906,0.05979611603266883,0.09034981684242877,-0.20585293959630144,0.747780463105653,-0.10012306030453172,-0.25901484447891765,-0.26925167527128924,-0.28008130380084884
19352271,40.93325,-75.27613,125.63534869783808,-5.25,N,0.6149228130360206,gray,0,-0.5664452091987585,-0.6335405074304993,2.123648881614241,-0.3848562044233927,-0.5873623176335517,-0.588650990466483,-0.39312170620555664,-0.47655280225326946,-0.42712588662722845
19352915,38.9335656989,-79.9652937037,12.20739455198802,-4,N,0.6340474811812391,gray,0,-0.5945072347829496,-0.4409470009129526,2.214075965951578,-0.5387867327266364,0,-0.5387867327266364,-0.39489167110523127,-0.39489167110523127,-0.30793761434265693
19357024,42.971658644,-81.2887046582,2806.15332078087,-5.25,N,0.13315134971185927,melanic,1,0.09671374908374772,-0.6335405074304993,-0.154309011016078,0.5727511957713671,0.1966150229329091,0.5655723418282884,0.5807884736932045,0.5983396834470954,0.5636985098416262
19359919,38.4665666667,-78.0191945,614.673828125,-1.5,N,0.12361437688948608,gray,0,-0.4454573061312944,-0.05575998787785919,-0.1994026376967191,-0.43390248907268475,0,-0.43702388659402536,-0.33603094848323134,-0.3890407369184189,-0.4021866731682786
19361868,40.7047550794,-79.5571341933,38.557769775390625,-3.75,N,0.8700742432895489,gray,0,-0.5879881636312179,-0.4024282996094432,3.330080267881013,-0.527198663699208,0,-0.520802278640415,-0.5197004514581484,-0.32971803384337744,-0.0327966907274747
19363000,38.8392216667,-77.2121716667,1988.5122207315503,0.25,N,0.3087018544935806,melanic,1,-0.10557029668831076,0.2138709212467062,0.6757456691916767,-0.19535356642329865,0.20460598264419508,-0.2431585810165989,-0.1303195147372257,-0.14597420786177567,-0.14384079338352787
19363210,32.1946883333,-94.76529,42.99946511698916,4,N,0.3123929183323815,gray,0,-0.5868892901722745,0.7916514407993464,0.693198110118302,0,0,0,-0.28652413376269964,-0.28868545068182305,-0.08174656757889949
19363825,42.3862223902,-87.8298568726,2006.2371826171873,-5.75,N,0.10686584314852056,gray,0,-0.10118514897354214,-0.7105779100375179,-0.27859465617363455,-0.24793895239710317,0,0.021437412089659352,-0.1054271555147286,-0.11702050692259142,-0.20746692254732935
19363998,39.144555,-84.5086533333,2145.4152502543425,-2.5,N,0.0908049269550272,gray,0,-0.06675255672410318,-0.20983479309189657,-0.3545354156229447,-0.4574520710203128,-0.49957956195679104,-0.4486303528665178,-0.4531677208191727,-0.4327734821920483,-0.4300165948659218
19367614,40.6820116667,-73.4600216667,2444.4398233801976,-0.75,N,0.01075894155277696,gray,0,0.0072259901389546,0.05979611603266883,-0.7330164965950202,-0.34642376745862463,-0.42926517569556577,-0.3570376036033051,-0.31534203456332977,-0.1943351641374909,-0.20290237712762066
19369284,31.2982745169,-85.376669436,119.26381593596572,6.5,N,0.22724670864338867,gray,0,-0.5680215235801699,1.17683845383444,0.29060166106691615,-0.2447585619040354,0,0,-0.24505055911338225,-0.2470987612955323,-0.2452531114977166
19374511,43.3025183333,-79.8439233333,4527.82763671875,-4.5,N,0.23887711864406783,melanic,1,0.5226552117973371,-0.5179844035199712,0.3455936775569991,0.6721175810999397,0.29091664443930787,0.7530804699786707,0.693377493499835,0.6003646321513769,0.4947575358675456
19374606,43.3151236,-79.8494562,652.8816528320314,-4.5,N,0.21640937678673527,melanic,1,-0.4360047072325579,-0.5179844035199712,0.2393595524796193,0.6781677266527364,0.9606752040785256,0.7479545308547672,0.6777364237221507,0.6315703034263621,0.5043603235222772
19375862,29.7716161513,-95.5696825794,2186.887655443784,8.25,N,0.00341880341880341,gray,0,-0.05649230206088691,1.446469362959005,-0.7677228394736797,-0.20557335589647988,-0.21605962752581062,-0.18606909342289724,-0.20913115952912925,-0.20771963181956066,-0.192012840620904
19376667,28.08360834,-81.30286164,0.15339544415473938,12,N,0,gray,0,-0.5974893888198715,2.0242498825116453,-0.7838879526530268,0.2917358202583012,0,-0.1536771091251743,0.20490688598808177,-0.03164285102273896,-0.08107067321986339
19377479,43.51350089,-79.88841428,2924.990772264807,-6.25,N,0.13182346109175375,gray,0,0.1261140819118816,-0.7876153126445367,-0.16058766094239793,0.4731404356302503,0.9592569148988486,0.5838944116379388,0.6075031300536576,0.5148864914445989,0.631105084909782
19377629,43.51358339,-79.88772713,3037.3214351829092,-6.25,N,0.1251815277374383,melanic,1,0.15390463813264935,-0.7876153126445367,-0.1919926852300387,0.46113545643452136,0.5504618219566826,0.3794968651668556,0.603259269130184,0.514377401052513,0.6305063727421342
19379425,38.6850366667,-90.46885,1106.1633544225592,-2.75,N,0.06294706723891273,gray,0,-0.3238630151544027,-0.2483534943954059,-0.48625561128221434,-0.4554277705591678,-0.48597759078931785,-0.48589594454244217,-0.4478719340293545,-0.4419973203150147,-0.4463242956435643
19381010,43.5463085346,-79.5837163925,2922.80224609375,-4.75,N,0.03816338700059631,gray,0,0.12557264150712114,-0.5565031048234806,-0.6034401776277563,0.4857830856641243,0.6711331410887504,0.5712662466187032,0.6682079380209192,0.6787109143434341,0.6814528423042329
19381491,32.4758375623,-86.3623044827,213.55669162631796,5.5,N,0.22327586206896555,gray,0,-0.5446935079251647,1.0227636486204024,0.2718263246611046,-0.2601875153783872,0,-0.2634924177622973,-0.26131469276380137,-0.2605650065101215,-0.2615517169752467
19381519,31.33151,-94.707243,280.62468236940435,5,N,0.17572620074777107,gray,0,-0.5281009167399906,0.9457262460133836,0.04699747001880974,-0.24407528833502268,-0.24790610089353762,-0.24305526414530715,-0.244310267024046,-0.24764393000705084,-0.24780770697954393
19381818,40.9925327648,-74.3581993753,507.2799926293415,-3.75,N,0.4040638606676342,gray,0,-0.4720264934357613,-0.4024282996094432,1.1266454238645314,-0.4034823983370538,0,-0.5117381175676753,-0.411055600281861,-0.3210625891763617,-0.30083442150642986
19381947,39.738025,-75.6093,1754.1296386718752,-0.75,N,0.03203661327231121,gray,0,-0.16355644361105315,0.05979611603266883,-0.6324093749197851,-0.4211274510657134,0,-0.44703789866264604,-0.4131064617244429,-0.3289911161516102,-0.2619417220986669
19383125,41.845381,-87.87001,1379.6948938607284,-4.75,N,0.02368721461187214,gray,0,-0.25619143352711576,-0.5565031048234806,-0.67188779990999,-0.3853351478656028,-0.5667619556441283,-0.5126004060745517,-0.3864266912154027,-0.37744646351443284,-0.3891796373903382
19384468,45.3705063095,-75.7969968232,3310.42626953125,-11.5,N,0.2963752665245203,gray,0,0.22147065310982927,-1.596508040018233,0.6174619174734276,0.4351378569985996,0.054840043799716666,0.2808940640263342,0.4071784104827176,0.39933089968396895,0.3992785065382834
19384566,45.3738527346,-75.7968251618,3310.42626953125,-11.5,N,0.4108804581245526,gray,0,0.22147065310982927,-1.596508040018233,1.1588763116608536,0.4337180730778161,0.06229017608350568,0.2921392132481346,0.40855413478801567,0.39939388678248855,0.39934086774874183
